project,arc,arc_type,sequence,top_folder,path,name,size_bytes,modified_utc,mapped_by,needs_review
The Black Swan Accords – Daughter of the Dawn,The Unveiling Series,series,4,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/TheLastSunSpeaker/plot/unveiling.mdk,unveiling.mdk,98,2025-11-19T08:23:28+00:00,keyword:unveiling,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/TheLastSunSpeaker/plot/valor.mdk,valor.mdk,90,2025-11-19T08:23:28+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/TheLastSunSpeaker/relics/soulblade.mdk,soulblade.mdk,64,2025-11-19T08:23:28+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/TheLastSunSpeaker/world/cosmology.mdk,cosmology.mdk,200,2025-11-19T08:23:28+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/TheLastSunSpeaker/world/dreamstate.mdk,dreamstate.mdk,78,2025-11-19T08:23:28+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/TheLastSunSpeaker/world/epochs.mdk,epochs.mdk,168,2025-11-19T08:23:28+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/When First They Came - Comprehensive Outline.docx,When First They Came - Comprehensive Outline.docx,15199,2025-11-21T21:33:21.897345+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/characters/Brian_McCord.txt,Brian_McCord.txt,310,2025-11-12T14:04:52+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/characters/Diana_Swan.txt,Diana_Swan.txt,281,2025-11-12T14:04:52+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/characters/Gareth.txt,Gareth.txt,325,2025-11-12T14:04:52+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/characters/Kalina.txt,Kalina.txt,300,2025-11-12T14:04:52+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/characters/Nastaku.txt,Nastaku.txt,253,2025-11-12T14:04:52+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/characters/Preori.txt,Preori.txt,242,2025-11-12T14:04:52+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/characters/Selene.txt,Selene.txt,374,2025-11-12T14:04:52+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/everlight_valor_project.zip,everlight_valor_project.zip,7359,2025-11-14T21:37:29.541904+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/file_00000000a234623093f4a77b55d41a9f-362dd41d-e843-41ba-8c13-c217abdff5ae.png,file_00000000a234623093f4a77b55d41a9f-362dd41d-e843-41ba-8c13-c217abdff5ae.png,2804972,2025-11-21T21:33:15.512488+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/make.bat,make.bat,804,2025-11-21T21:28:45.377489+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/outline/.ipynb_checkpoints/plots-checkpoint.xml,plots-checkpoint.xml,516,2025-11-12T14:04:52+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/outline/.ipynb_checkpoints/summary-checkpoint.txt,summary-checkpoint.txt,586,2025-11-12T14:04:52+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/outline/.ipynb_checkpoints/world-checkpoint.opml,world-checkpoint.opml,762,2025-11-12T14:04:52+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,The Unveiling Series,series,4,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/outline/01-The_Sword_at_First_Light/.ipynb_checkpoints/0-Scene_1-checkpoint.md,0-Scene_1-checkpoint.md,621,2025-11-12T14:04:52+00:00,keyword:first_light,no
The Black Swan Accords – Daughter of the Dawn,The Unveiling Series,series,4,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/outline/01-The_Sword_at_First_Light/.ipynb_checkpoints/1-Scene_2-checkpoint.md,1-Scene_2-checkpoint.md,542,2025-11-12T14:04:52+00:00,keyword:first_light,no
The Black Swan Accords – Daughter of the Dawn,The Unveiling Series,series,4,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/outline/01-The_Sword_at_First_Light/.ipynb_checkpoints/2-Scene_3-checkpoint.md,2-Scene_3-checkpoint.md,624,2025-11-12T14:04:52+00:00,keyword:first_light,no
The Black Swan Accords – Daughter of the Dawn,The Unveiling Series,series,4,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/outline/01-The_Sword_at_First_Light/.ipynb_checkpoints/3-Scene_4-checkpoint.md,3-Scene_4-checkpoint.md,560,2025-11-12T14:04:52+00:00,keyword:first_light,no
The Black Swan Accords – Daughter of the Dawn,The Unveiling Series,series,4,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/outline/01-The_Sword_at_First_Light/.ipynb_checkpoints/4-Scene_5-checkpoint.md,4-Scene_5-checkpoint.md,487,2025-11-12T14:04:52+00:00,keyword:first_light,no
The Black Swan Accords – Daughter of the Dawn,The Unveiling Series,series,4,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/outline/01-The_Sword_at_First_Light/.ipynb_checkpoints/folder-checkpoint.txt,folder-checkpoint.txt,306,2025-11-12T14:04:52+00:00,keyword:first_light,no
The Black Swan Accords – Daughter of the Dawn,The Unveiling Series,series,4,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/outline/01-The_Sword_at_First_Light/0-Scene_1.md,0-Scene_1.md,2858,2025-11-21T22:24:46.473595+00:00,keyword:first_light,no
The Black Swan Accords – Daughter of the Dawn,The Unveiling Series,series,4,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/outline/01-The_Sword_at_First_Light/1-Scene_2.md,1-Scene_2.md,542,2025-11-12T14:04:52+00:00,keyword:first_light,no
The Black Swan Accords – Daughter of the Dawn,The Unveiling Series,series,4,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/outline/01-The_Sword_at_First_Light/2-Scene_3.md,2-Scene_3.md,624,2025-11-21T22:27:38.145389+00:00,keyword:first_light,no
The Black Swan Accords – Daughter of the Dawn,The Unveiling Series,series,4,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/outline/01-The_Sword_at_First_Light/3-Scene_4.md,3-Scene_4.md,560,2025-11-21T22:27:38.156389+00:00,keyword:first_light,no
The Black Swan Accords – Daughter of the Dawn,The Unveiling Series,series,4,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/outline/01-The_Sword_at_First_Light/4-Scene_5.md,4-Scene_5.md,487,2025-11-12T14:04:52+00:00,keyword:first_light,no
The Black Swan Accords – Daughter of the Dawn,The Unveiling Series,series,4,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/outline/01-The_Sword_at_First_Light/folder.txt,folder.txt,3170,2025-11-21T22:27:38.151389+00:00,keyword:first_light,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/outline/plots.xml,plots.xml,516,2025-11-21T21:28:45.333489+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/outline/summary.txt,summary.txt,586,2025-11-21T21:28:45.349489+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/outline/world.opml,world.opml,762,2025-11-21T21:28:45.362489+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/q-dev-chat-2025-11-11.md,q-dev-chat-2025-11-11.md,8093,2025-11-21T21:33:18.977462+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/q-dev-chat-2025-11-12.md,q-dev-chat-2025-11-12.md,17269,2025-11-21T21:33:19.436260+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/source/.ipynb_checkpoints/MANUSKRIPT-checkpoint,MANUSKRIPT-checkpoint,11,2025-11-12T14:04:52+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/source/.ipynb_checkpoints/conf-checkpoint.py,conf-checkpoint.py,930,2025-05-28T12:52:52+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/source/.ipynb_checkpoints/index-checkpoint.rst,index-checkpoint.rst,492,2025-05-28T12:50:32+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/source/.ipynb_checkpoints/infos-checkpoint.txt,infos-checkpoint.txt,245,2025-11-12T14:04:52+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/source/.ipynb_checkpoints/labels-checkpoint.txt,labels-checkpoint.txt,44,2025-11-12T14:04:52+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/source/.ipynb_checkpoints/settings-checkpoint.txt,settings-checkpoint.txt,101,2025-11-12T14:04:52+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/source/.ipynb_checkpoints/status-checkpoint.txt,status-checkpoint.txt,254,2025-11-12T14:04:52+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/source/MANUSKRIPT,MANUSKRIPT,11,2025-11-21T21:28:45.302680+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/source/conf.py,conf.py,930,2025-11-21T21:28:45.372066+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/source/index.rst,index.rst,492,2025-11-21T21:28:45.357026+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/source/infos.txt,infos.txt,245,2025-11-21T22:27:38.119389+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/source/labels.txt,labels.txt,44,2025-11-21T21:28:45.308490+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/source/settings.txt,settings.txt,101,2025-11-21T21:28:45.383489+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/source/status.txt,status.txt,254,2025-11-21T22:27:38.140389+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,Book 2 - TBD,book,3,Omniversal_Archive_FULL,Omniversal_Archive_FULL/characters/kalina.mdk,kalina.mdk,106,2025-11-19T08:23:28+00:00,default,yes
The Black Swan Accords – Daughter of the Dawn,Book 2 - TBD,book,3,Omniversal_Archive_FULL,Omniversal_Archive_FULL/characters/selene.mdk,selene.mdk,95,2025-11-19T08:23:28+00:00,default,yes
The Black Swan Accords – Daughter of the Dawn,Book 2 - TBD,book,3,Omniversal_Archive_FULL,Omniversal_Archive_FULL/characters/torvan.mdk,torvan.mdk,75,2025-11-19T08:23:28+00:00,default,yes
The Black Swan Accords – Daughter of the Dawn,Book 2 - TBD,book,3,Omniversal_Archive_FULL,Omniversal_Archive_FULL/factions/starwalkers.mdk,starwalkers.mdk,58,2025-11-19T08:23:28+00:00,default,yes
The Black Swan Accords – Daughter of the Dawn,Book 2 - TBD,book,3,Omniversal_Archive_FULL,Omniversal_Archive_FULL/locations/lauriden.mdk,lauriden.mdk,81,2025-11-19T08:23:28+00:00,default,yes
The Black Swan Accords – Daughter of the Dawn,Book 2 - TBD,book,3,Omniversal_Archive_FULL,Omniversal_Archive_FULL/notes/prophecies.mdk,prophecies.mdk,69,2025-11-19T08:23:28+00:00,default,yes
The Black Swan Accords – Daughter of the Dawn,The Nightfall Series,series,6,Omniversal_Archive_FULL,Omniversal_Archive_FULL/plot/nightfall.mdk,nightfall.mdk,78,2025-11-19T08:23:28+00:00,keyword:nightfall,no
The Black Swan Accords – Daughter of the Dawn,The Unveiling Series,series,4,Omniversal_Archive_FULL,Omniversal_Archive_FULL/plot/unveiling.mdk,unveiling.mdk,98,2025-11-19T08:23:28+00:00,keyword:unveiling,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/plot/valor.mdk,valor.mdk,90,2025-11-19T08:23:28+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,Book 2 - TBD,book,3,Omniversal_Archive_FULL,Omniversal_Archive_FULL/relics/soulblade.mdk,soulblade.mdk,64,2025-11-19T08:23:28+00:00,default,yes
The Black Swan Accords – Daughter of the Dawn,Book 2 - TBD,book,3,Omniversal_Archive_FULL,Omniversal_Archive_FULL/world/cosmology.mdk,cosmology.mdk,200,2025-11-19T08:23:28+00:00,default,yes
The Black Swan Accords – Daughter of the Dawn,Book 2 - TBD,book,3,Omniversal_Archive_FULL,Omniversal_Archive_FULL/world/dreamstate.mdk,dreamstate.mdk,78,2025-11-19T08:23:28+00:00,default,yes
The Black Swan Accords – Daughter of the Dawn,Book 2 - TBD,book,3,Omniversal_Archive_FULL,Omniversal_Archive_FULL/world/epochs.mdk,epochs.mdk,168,2025-11-19T08:23:28+00:00,default,yes
The Black Swan Accords – Daughter of the Dawn,Book 2 - TBD,book,3,(root),blackswan.txt,blackswan.txt,4518,2025-11-22T07:23:12.661017+00:00,default,yes
The Black Swan Accords – Daughter of the Dawn,Book 2 - TBD,book,3,characters,characters/Brian_McCord.txt,Brian_McCord.txt,310,2025-11-14T21:37:29.541457+00:00,default,yes
The Black Swan Accords – Daughter of the Dawn,Book 2 - TBD,book,3,characters,characters/Diana_Swan.txt,Diana_Swan.txt,281,2025-11-14T21:37:29.541904+00:00,default,yes
The Black Swan Accords – Daughter of the Dawn,Book 2 - TBD,book,3,characters,characters/Gareth.txt,Gareth.txt,325,2025-11-14T21:37:29.541904+00:00,default,yes
The Black Swan Accords – Daughter of the Dawn,Book 2 - TBD,book,3,characters,characters/Kalina.txt,Kalina.txt,300,2025-11-14T21:37:29.541904+00:00,default,yes
The Black Swan Accords – Daughter of the Dawn,Book 2 - TBD,book,3,characters,characters/Nastaku.txt,Nastaku.txt,253,2025-11-14T21:37:29.541904+00:00,default,yes
The Black Swan Accords – Daughter of the Dawn,Book 2 - TBD,book,3,characters,characters/Preori.txt,Preori.txt,242,2025-11-14T21:37:29.541904+00:00,default,yes
The Black Swan Accords – Daughter of the Dawn,Book 2 - TBD,book,3,characters,characters/Selene.txt,Selene.txt,374,2025-11-14T21:37:29.541904+00:00,default,yes
The Black Swan Accords – Daughter of the Dawn,Book 2 - TBD,book,3,(root),infos.txt,infos.txt,245,2025-11-14T21:37:29.541904+00:00,default,yes
The Black Swan Accords – Daughter of the Dawn,Book 2 - TBD,book,3,(root),labels.txt,labels.txt,44,2025-11-14T21:37:29.541904+00:00,default,yes
The Black Swan Accords – Daughter of the Dawn,Book 2 - TBD,book,3,(root),newtree.txt,newtree.txt,4180,2025-11-15T10:56:38.376935+00:00,default,yes
The Black Swan Accords – Daughter of the Dawn,The Unveiling Series,series,4,outline,outline/01-The_Sword_at_First_Light/0-Scene_1.md,0-Scene_1.md,621,2025-11-14T21:37:29.542351+00:00,keyword:first_light,no
The Black Swan Accords – Daughter of the Dawn,The Unveiling Series,series,4,outline,outline/01-The_Sword_at_First_Light/1-Scene_2.md,1-Scene_2.md,542,2025-11-14T21:37:29.542433+00:00,keyword:first_light,no
The Black Swan Accords – Daughter of the Dawn,The Unveiling Series,series,4,outline,outline/01-The_Sword_at_First_Light/2-Scene_3.md,2-Scene_3.md,624,2025-11-14T21:37:29.542433+00:00,keyword:first_light,no
The Black Swan Accords – Daughter of the Dawn,The Unveiling Series,series,4,outline,outline/01-The_Sword_at_First_Light/3-Scene_4.md,3-Scene_4.md,560,2025-11-14T21:37:29.542433+00:00,keyword:first_light,no
The Black Swan Accords – Daughter of the Dawn,The Unveiling Series,series,4,outline,outline/01-The_Sword_at_First_Light/4-Scene_5.md,4-Scene_5.md,487,2025-11-14T21:37:29.542433+00:00,keyword:first_light,no
The Black Swan Accords – Daughter of the Dawn,The Unveiling Series,series,4,outline,outline/01-The_Sword_at_First_Light/folder.txt,folder.txt,306,2025-11-14T21:37:29.542433+00:00,keyword:first_light,no
The Black Swan Accords – Daughter of the Dawn,Book 2 - TBD,book,3,(root),plots.xml,plots.xml,516,2025-11-14T21:37:29.542433+00:00,default,yes
The Black Swan Accords – Daughter of the Dawn,Book 2 - TBD,book,3,(root),resultingtree.txt,resultingtree.txt,10424,2025-11-15T11:43:02.605671+00:00,default,yes
The Black Swan Accords – Daughter of the Dawn,Book 2 - TBD,book,3,(root),settings.txt,settings.txt,110,2025-11-15T10:26:56.767136+00:00,default,yes
The Black Swan Accords – Daughter of the Dawn,Book 2 - TBD,book,3,(root),status.txt,status.txt,254,2025-11-14T21:37:29.542433+00:00,default,yes
The Black Swan Accords – Daughter of the Dawn,Book 2 - TBD,book,3,(root),summary.txt,summary.txt,595,2025-11-15T10:26:56.766136+00:00,default,yes
The Black Swan Accords – Daughter of the Dawn,Book 2 - TBD,book,3,(root),test_from_diana.txt,test_from_diana.txt,0,2025-11-15T10:24:27.060331+00:00,default,yes
The Black Swan Accords – Daughter of the Dawn,Book 2 - TBD,book,3,(root),world.opml,world.opml,762,2025-11-14T21:37:29.542433+00:00,default,yes
